index                     province/state            country                   latitude                  longitude                 date                      loc_id                    key                       confirmed                 deaths                    recovered                 
170                     not defined             algeria                       28.0339                       1.6596                  2020-02-07              2                       
171                     not defined             algeria                       28.0339                       1.6596                  2020-02-08              2                       
172                     not defined             algeria                       28.0339                       1.6596                  2020-02-09              2                       
173                     not defined             algeria                       28.0339                       1.6596                  2020-02-10              2                       
174                     not defined             algeria                       28.0339                       1.6596                  2020-02-11              2                       
175                     not defined             algeria                       28.0339                       1.6596                  2020-02-12              2                       
176                     not defined             algeria                       28.0339                       1.6596                  2020-02-13              2                       
177                     not defined             algeria                       28.0339                       1.6596                  2020-02-14              2                       
178                     not defined             algeria                       28.0339                       1.6596                  2020-02-15              2                       
179                     not defined             algeria                       28.0339                       1.6596                  2020-02-16              2                       
180                     not defined             algeria                       28.0339                       1.6596                  2020-02-17              2                       
181                     not defined             algeria                       28.0339                       1.6596                  2020-02-18              2                       
182                     not defined             algeria                       28.0339                       1.6596                  2020-02-19              2                       
183                     not defined             algeria                       28.0339                       1.6596                  2020-02-20              2                       
184                     not defined             algeria                       28.0339                       1.6596                  2020-02-21              2                       
185                     not defined             algeria                       28.0339                       1.6596                  2020-02-22              2                       
186                     not defined             algeria                       28.0339                       1.6596                  2020-02-23              2                       
187                     not defined             algeria                       28.0339                       1.6596                  2020-02-24              2                       
188                     not defined             algeria                       28.0339                       1.6596                  2020-02-25              2                       
189                     not defined             algeria                       28.0339                       1.6596                  2020-02-26              2                       
190                     not defined             algeria                       28.0339                       1.6596                  2020-02-27              2                       
191                     not defined             algeria                       28.0339                       1.6596                  2020-02-28              2                       
192                     not defined             algeria                       28.0339                       1.6596                  2020-02-29              2                       
193                     not defined             algeria                       28.0339                       1.6596                  2020-03-01              2                       
194                     not defined             algeria                       28.0339                       1.6596                  2020-03-02              2                       
195                     not defined             algeria                       28.0339                       1.6596                  2020-03-03              2                       
196                     not defined             algeria                       28.0339                       1.6596                  2020-03-04              2                       
197                     not defined             algeria                       28.0339                       1.6596                  2020-03-05              2                       
198                     not defined             algeria                       28.0339                       1.6596                  2020-03-06              2                       
199                     not defined             algeria                       28.0339                       1.6596                  2020-03-07              2                       
200                     not defined             algeria                       28.0339                       1.6596                  2020-03-08              2                       
201                     not defined             algeria                       28.0339                       1.6596                  2020-03-09              2                       
202                     not defined             algeria                       28.0339                       1.6596                  2020-03-10              2                       
203                     not defined             algeria                       28.0339                       1.6596                  2020-03-11              2                       
204                     not defined             algeria                       28.0339                       1.6596                  2020-03-12              2                       
205                     not defined             algeria                       28.0339                       1.6596                  2020-03-13              2                       
206                     not defined             algeria                       28.0339                       1.6596                  2020-03-14              2                       
207                     not defined             algeria                       28.0339                       1.6596                  2020-03-15              2                       
208                     not defined             algeria                       28.0339                       1.6596                  2020-03-16              2                       
209                     not defined             algeria                       28.0339                       1.6596                  2020-03-17              2                       
210                     not defined             algeria                       28.0339                       1.6596                  2020-03-18              2                       
211                     not defined             algeria                       28.0339                       1.6596                  2020-03-19              2                       
212                     not defined             algeria                       28.0339                       1.6596                  2020-03-20              2                       
213                     not defined             algeria                       28.0339                       1.6596                  2020-03-21              2                       
214                     not defined             algeria                       28.0339                       1.6596                  2020-03-22              2                       
215                     not defined             algeria                       28.0339                       1.6596                  2020-03-23              2                       
216                     not defined             algeria                       28.0339                       1.6596                  2020-03-24              2                       
217                     not defined             algeria                       28.0339                       1.6596                  2020-03-25              2                       
218                     not defined             algeria                       28.0339                       1.6596                  2020-03-26              2                       
219                     not defined             algeria                       28.0339                       1.6596                  2020-03-27              2                       
220                     not defined             algeria                       28.0339                       1.6596                  2020-03-28              2                       
221                     not defined             algeria                       28.0339                       1.6596                  2020-03-29              2                       
222                     not defined             algeria                       28.0339                       1.6596                  2020-03-30              2                       
223                     not defined             algeria                       28.0339                       1.6596                  2020-03-31              2                       
224                     not defined             algeria                       28.0339                       1.6596                  2020-04-01              2                       
225                     not defined             algeria                       28.0339                       1.6596                  2020-04-02              2                       
226                     not defined             algeria                       28.0339                       1.6596                  2020-04-03              2                       
227                     not defined             algeria                       28.0339                       1.6596                  2020-04-04              2                       
228                     not defined             algeria                       28.0339                       1.6596                  2020-04-05              2                       
229                     not defined             algeria                       28.0339                       1.6596                  2020-04-06              2                       
230                     not defined             algeria                       28.0339                       1.6596                  2020-04-07              2                       
231                     not defined             andorra                       42.5063                       1.5218                  2020-01-22              3                       
232                     not defined             andorra                       42.5063                       1.5218                  2020-01-23              3                       
233                     not defined             andorra                       42.5063                       1.5218                  2020-01-24              3                       
234                     not defined             andorra                       42.5063                       1.5218                  2020-01-25              3                       
235                     not defined             andorra                       42.5063                       1.5218                  2020-01-26              3                       
236                     not defined             andorra                       42.5063                       1.5218                  2020-01-27              3                       
237                     not defined             andorra                       42.5063                       1.5218                  2020-01-28              3                       
238                     not defined             andorra                       42.5063                       1.5218                  2020-01-29              3                       
239                     not defined             andorra                       42.5063                       1.5218                  2020-01-30              3                       
240                     not defined             andorra                       42.5063                       1.5218                  2020-01-31              3                       
241                     not defined             andorra                       42.5063                       1.5218                  2020-02-01              3                       
242                     not defined             andorra                       42.5063                       1.5218                  2020-02-02              3                       
243                     not defined             andorra                       42.5063                       1.5218                  2020-02-03              3                       
244                     not defined             andorra                       42.5063                       1.5218                  2020-02-04              3                       
245                     not defined             andorra                       42.5063                       1.5218                  2020-02-05              3                       
246                     not defined             andorra                       42.5063                       1.5218                  2020-02-06              3                       
247                     not defined             andorra                       42.5063                       1.5218                  2020-02-07              3                       
248                     not defined             andorra                       42.5063                       1.5218                  2020-02-08              3                       
